    PID    PPID STAT     ELAPSED CMD
    103       2 I<         15:59 [kworker/14:0H-events_highpri]
    104       2 S          15:59 [cpuhp/15]
    105       2 S          15:59 [idle_inject/15]
    106       2 S          15:59 [migration/15]
    107       2 S          15:59 [ksoftirqd/15]
    109       2 I<         15:59 [kworker/15:0H-events_highpri]
    110       2 S          15:59 [cpuhp/16]
    111       2 S          15:59 [idle_inject/16]
    112       2 S          15:59 [migration/16]
    113       2 S          15:59 [ksoftirqd/16]
    115       2 I<         15:59 [kworker/16:0H-events_highpri]
    116       2 S          15:59 [cpuhp/17]
    117       2 S          15:59 [idle_inject/17]
    118       2 S          15:59 [migration/17]
    119       2 S          15:59 [ksoftirqd/17]
    121       2 I<         15:59 [kworker/17:0H-events_highpri]
    122       2 S          15:59 [cpuhp/18]
    123       2 S          15:59 [idle_inject/18]
    124       2 S          15:59 [migration/18]
    125       2 S          15:59 [ksoftirqd/18]
    127       2 I<         15:59 [kworker/18:0H-events_highpri]
    128       2 S          15:59 [cpuhp/19]
    129       2 S          15:59 [idle_inject/19]
    130       2 S          15:59 [migration/19]
    131       2 S          15:59 [ksoftirqd/19]
    132       2 I          15:59 [kworker/19:0-cgroup_destroy]
    133       2 I<         15:59 [kworker/19:0H-events_highpri]
    134       2 S          15:59 [cpuhp/20]
    135       2 S          15:59 [idle_inject/20]
    136       2 S          15:59 [migration/20]
    137       2 S          15:59 [ksoftirqd/20]
    138       2 I          15:59 [kworker/20:0-events]
    139       2 I<         15:59 [kworker/20:0H-events_highpri]
    140       2 S          15:59 [cpuhp/21]
    141       2 S          15:59 [idle_inject/21]
    142       2 S          15:59 [migration/21]
    143       2 S          15:59 [ksoftirqd/21]
    144       2 I          15:59 [kworker/21:0-cgroup_destroy]
    145       2 I<         15:59 [kworker/21:0H-events_highpri]
    146       2 S          15:59 [cpuhp/22]
    147       2 S          15:59 [idle_inject/22]
    148       2 S          15:59 [migration/22]
    149       2 S          15:59 [ksoftirqd/22]
    150       2 I          15:59 [kworker/22:0-cgroup_destroy]
    151       2 I<         15:59 [kworker/22:0H-events_highpri]
    152       2 S          15:59 [cpuhp/23]
    153       2 S          15:59 [idle_inject/23]
    154       2 S          15:59 [migration/23]
    155       2 S          15:59 [ksoftirqd/23]
    157       2 I<         15:59 [kworker/23:0H-events_highpri]
    159       2 I          15:59 [kworker/u50:0-events_unbound]
    160       2 I          15:59 [kworker/u51:0-writeback]
    161       2 S          15:59 [kdevtmpfs]
    162       2 I<         15:59 [kworker/R-inet_]
    163       2 I          15:59 [kworker/u49:1-events_power_efficient]
    164       2 S          15:59 [kauditd]
    167       2 I          15:59 [kworker/1:2-cgroup_destroy]
    168       2 S          15:59 [khungtaskd]
    169       2 S          15:59 [oom_reaper]
    170       2 I          15:59 [kworker/u49:2-flush-259:1]
    171       2 I<         15:59 [kworker/R-write]
    172       2 S          15:59 [kcompactd0]
    173       2 SN         15:59 [ksmd]
    174       2 SN         15:59 [khugepaged]
    175       2 I<         15:59 [kworker/R-kinte]
    176       2 I<         15:59 [kworker/R-kbloc]
    177       2 I<         15:59 [kworker/R-blkcg]
    178       2 S          15:59 [irq/9-acpi]
    179       2 I          15:59 [kworker/12:1-mm_percpu_wq]
    181       2 I<         15:58 [kworker/R-tpm_d]
    182       2 I<         15:58 [kworker/R-ata_s]
    183       2 I<         15:58 [kworker/R-md]
    184       2 I<         15:58 [kworker/R-md_bi]
    185       2 I<         15:58 [kworker/R-edac-]
    186       2 I          15:58 [kworker/u48:1-ext4-rsv-conversion]
    187       2 I<         15:58 [kworker/R-devfr]
    188       2 S          15:58 [watchdogd]
    191       2 I<         15:58 [kworker/1:1H-kblockd]
    193       2 S          15:58 [kswapd0]
    194       2 S          15:58 [ecryptfs-kthread]
    195       2 I<         15:58 [kworker/R-kthro]
    196       2 S          15:58 [irq/24-pciehp]
    197       2 S          15:58 [irq/25-pciehp]
    198       2 S          15:58 [irq/26-pciehp]
    199       2 S          15:58 [irq/27-pciehp]
    200       2 S          15:58 [irq/28-pciehp]
    201       2 S          15:58 [irq/29-pciehp]
    202       2 S          15:58 [irq/30-pciehp]
    203       2 S          15:58 [irq/31-pciehp]
    204       2 S          15:58 [irq/32-pciehp]
    205       2 S          15:58 [irq/33-pciehp]
    206       2 S          15:58 [irq/34-pciehp]
    207       2 S          15:58 [irq/35-pciehp]
    208       2 S          15:58 [irq/36-pciehp]
    209       2 S          15:58 [irq/37-pciehp]
    210       2 S          15:58 [irq/38-pciehp]
    211       2 S          15:58 [irq/39-pciehp]
    212       2 S          15:58 [irq/40-pciehp]
    213       2 S          15:58 [irq/41-pciehp]
    214       2 S          15:58 [irq/42-pciehp]
    215       2 S          15:58 [irq/43-pciehp]
    216       2 S          15:58 [irq/44-pciehp]
    217       2 S          15:58 [irq/45-pciehp]
    218       2 S          15:58 [irq/46-pciehp]
    219       2 S          15:58 [irq/47-pciehp]
    220       2 S          15:58 [irq/48-pciehp]
    221       2 S          15:58 [irq/49-pciehp]
    222       2 S          15:58 [irq/50-pciehp]
    223       2 S          15:58 [irq/51-pciehp]
    224       2 S          15:58 [irq/52-pciehp]
    225       2 S          15:58 [irq/53-pciehp]
    226       2 S          15:58 [irq/54-pciehp]
    227       2 S          15:58 [irq/55-pciehp]
    228       2 S          15:58 [irq/56-pciehp]
    229       2 S          15:58 [irq/57-pciehp]
    230       2 S          15:58 [irq/58-pciehp]
    231       2 S          15:58 [irq/59-pciehp]
    232       2 S          15:58 [irq/60-pciehp]
    233       2 S          15:58 [irq/61-pciehp]
    234       2 S          15:58 [irq/62-pciehp]
    235       2 S          15:58 [irq/63-pciehp]
    236       2 S          15:58 [irq/64-pciehp]
    237       2 S          15:58 [irq/65-pciehp]
    238       2 S          15:58 [irq/66-pciehp]
    239       2 S          15:58 [irq/67-pciehp]
    240       2 S          15:58 [irq/68-pciehp]
    241       2 I<         15:58 [kworker/R-acpi_]
    242       2 I<         15:58 [kworker/R-nvme-]
    243       2 I<         15:58 [kworker/R-nvme-]
    244       2 I<         15:58 [kworker/R-nvme-]
    245       2 I<         15:58 [kworker/R-nvme-]
    246       2 I          15:58 [kworker/u49:3-events_power_efficient]
    252       2 I<         15:58 [kworker/R-mld]
    253       2 I<         15:58 [kworker/R-ipv6_]
    260       2 I<         15:58 [kworker/R-kstrp]
    262       2 I          15:58 [kworker/5:1-rcu_gp]
    264       2 I          15:58 [kworker/11:1-mm_percpu_wq]
    265       2 I          15:58 [kworker/14:1-rcu_par_gp]
    268       2 I          15:58 [kworker/22:1-events]
    270       2 I          15:58 [kworker/10:1-events]
    271       2 I          15:58 [kworker/15:1-rcu_par_gp]
    274       2 I<         15:58 [kworker/u52:0]
    275       2 I<         15:58 [kworker/u53:0]
    276       2 I<         15:58 [kworker/u54:0]
    277       2 I<         15:58 [kworker/u55:0]
    288       2 I          15:58 [kworker/u51:1-events_unbound]
    292       2 I<         15:58 [kworker/R-charg]
    295       2 I          15:57 [kworker/18:1-events]
    296       2 I          15:57 [kworker/16:1-mm_percpu_wq]
    297       2 I          15:57 [kworker/23:1-rcu_par_gp]
    298       2 S          15:57 [jbd2/nvme0n1p1-8]
    299       2 I<         15:57 [kworker/R-ext4-]
    300       2 I          15:57 [kworker/4:2-cgroup_destroy]
    301       2 I<         15:54 [kworker/4:1H-kblockd]
    302       2 I<         15:53 [kworker/3:1H-kblockd]
    303       2 I<         15:53 [kworker/12:1H-kblockd]
    304       2 I<         15:53 [kworker/0:1H-kblockd]
    306       2 I<         15:53 [kworker/8:1H-kblockd]
    328       2 I<         15:52 [kworker/16:1H-kblockd]
    337       2 I<         15:52 [kworker/9:1H-kblockd]
    339       2 I<         15:52 [kworker/19:1H-kblockd]
    345       2 I<         15:50 [kworker/2:1H-kblockd]
    347       2 I<         15:50 [kworker/5:1H-kblockd]
    352       1 S<s        15:50 /usr/lib/systemd/systemd-journald
    354       2 I<         15:50 [kworker/18:1H-kblockd]
    358       2 I<         15:50 [kworker/17:1H-kblockd]
    372       2 I          15:49 [kworker/3:2-events]
    376       2 I<         15:49 [kworker/23:1H-kblockd]
    377       2 I<         15:49 [kworker/22:1H-kblockd]
    381       2 I<         15:49 [kworker/10:1H-kblockd]
    383       2 I<         15:49 [kworker/13:1H-kblockd]
    384       2 I          15:49 [kworker/2:2-cgroup_destroy]
    385       2 I          15:49 [kworker/5:2-events]
    405       2 I<         15:49 [kworker/R-kmpat]
    406       2 I<         15:49 [kworker/R-kmpat]
    409       2 I          15:49 [kworker/9:3-events]
    410       2 I          15:49 [kworker/9:4-cgroup_destroy]
    411       2 I<         15:49 [kworker/21:1H-kblockd]
    420       2 I<         15:49 [kworker/6:1H-kblockd]
    423       1 SLsl       15:49 /sbin/multipathd -d -s
    431       1 Ss         15:49 /usr/lib/systemd/systemd-udevd
    434       2 I<         15:49 [kworker/14:1H-kblockd]
    435       2 I          15:49 [kworker/14:2-events]
    449       2 S          15:49 [psimon]
    458       2 I<         15:49 [kworker/11:1H-kblockd]
    460       2 I<         15:49 [kworker/15:1H-kblockd]
    467       2 I<         15:49 [kworker/7:1H-kblockd]
    473       2 I<         15:49 [kworker/20:1H-kblockd]
    536       2 I<         15:48 [kworker/R-crypt]
    555       2 I          15:48 [kworker/16:2-cgroup_destroy]
    562       2 I          15:48 [kworker/17:2-cgwb_release]
    564       2 I<         15:48 [kworker/R-ena]
    576       2 I          15:48 [kworker/23:2-cgroup_destroy]
    583       2 S          15:48 [jbd2/nvme1n1-8]
    584       2 I<         15:48 [kworker/R-ext4-]
    616       2 S          15:47 [jbd2/nvme0n1p16-8]
    617       2 I<         15:47 [kworker/R-ext4-]
    633       2 I          15:47 [kworker/11:2-cgroup_destroy]
    651       1 Ss         15:47 /usr/lib/systemd/systemd-resolved
    873       1 Ss         15:40 /usr/lib/systemd/systemd-networkd
    936       2 I          15:37 [kworker/u50:3-events_unbound]
    982       1 Ss         15:35 /usr/sbin/acpid
    985       1 Ss         15:35 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
    991       1 Ssl        15:35 /usr/sbin/irqbalance
    993       1 Ss         15:35 /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
    997       1 Ssl        15:35 /usr/lib/polkit-1/polkitd --no-debug
   1001       1 Ssl        15:35 /usr/lib/snapd/snapd
   1003       1 Ss         15:35 /usr/lib/systemd/systemd-logind
   1004       1 Ssl        15:35 /usr/libexec/udisks2/udisksd
   1023       1 Ssl        15:35 /usr/sbin/rsyslogd -n -iNONE
   1042       1 Ssl        15:35 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
   1071       1 Ss         15:35 /usr/sbin/cron -f -P
   1086       1 Ss+        15:35 /sbin/agetty -o -p -- \u --keep-baud 115200,57600,38400,9600 - vt220
   1097       1 Ss+        15:35 /sbin/agetty -o -p -- \u --noclear - linux
   1099       1 Ssl        15:35 /usr/sbin/ModemManager
   1109       1 S          15:34 /usr/sbin/chronyd -F 1
   1157    1109 S          15:34 /usr/sbin/chronyd -F 1
   1441       2 I          15:29 [kworker/19:3-events]
   1797       2 I          15:15 [kworker/20:2]
   1903       1 Ssl        15:14 /snap/amazon-ssm-agent/13009/amazon-ssm-agent
   1956       1 Ss         13:59 sshd: /usr/sbin/sshd -D -o AuthorizedKeysCommand /usr/share/ec2-instance-connect/eic_run_authorized_keys %u %f -o AuthorizedKeysCommandUser ec2-instance-connect [listener] 0 of 10-100 startups
   1961       2 S          13:59 [psimon]
   1963       1 Ss         13:59 /usr/lib/systemd/systemd --user
   1964    1963 S          13:59 (sd-pam)
   2163       2 I<         13:54 [kworker/R-tls-s]
   2981       2 I          12:13 [kworker/6:3-events]
   3266       1 Ss         11:30 SCREEN -S virtual_jtag -d -m bash -c script -f -c 'sudo fpga-start-virtual-jtag -P 10201 -S 0'
   3267    3266 Ss+        11:30 script -f -c sudo fpga-start-virtual-jtag -P 10201 -S 0
   3268    3267 Ss+        11:30 sudo fpga-start-virtual-jtag -P 10201 -S 0
   3269    3268 Ss         11:30 sudo fpga-start-virtual-jtag -P 10201 -S 0
   3270    3269 S+         11:30 bash /usr/local/bin/fpga-start-virtual-jtag -P 10201 -S 0
   3271    3270 S+         11:30 fpga-local-cmd StartVirtualJtag -P 10201 -S 0
   4133       1 Ss         10:52 SCREEN -S switch0 -d -m bash -c sudo pkill -x hw_server || true; sudo ip tuntap add mode tap dev tap0 user ubuntu || true; sudo ip link set dev tap0 down || true; sudo ip link set dev tap0 address 8e:6b:35:04:00:00; sudo ip addr flush dev tap0 || true; sudo ip addr add 172.16.0.1/16 dev tap0; sudo ip link set dev tap0 up; sudo sysctl -w net.ipv6.conf.tap0.disable_ipv6=1; script -f -c 'sudo ./switch0 6405 10 200' switchlog
   4134    4133 Ss+        10:52 script -f -c sudo ./switch0 6405 10 200 switchlog
   4167    4134 Ss+        10:52 sudo ./switch0 6405 10 200
   4168    4167 Ss         10:52 sudo ./switch0 6405 10 200
   4169    4168 Rl+        10:52 ./switch0 6405 10 200
   4371       1 Ss         10:44 SCREEN -S fsim0 -d -m bash -c script -f -c 'stty intr ^] && sudo ./FireSim-f2 +permissive   +macaddr0=00:12:6D:00:00:02 +blkdev0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver.img +niclog0=niclog0 +blkdev-log0=blkdev-log0 +dwarf-file-name=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin-dwarf +autocounter-readrate=0 +autocounter-filename-base=AUTOCOUNTERFILE  +print-start=0 +print-end=-1 +linklatency0=6405 +netbw0=200 +shmemportname0=0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 +simplenic-relaxed-required-bytes=1 +simplenic-empty-switch-poll-interval=1024 +simplenic-token-debug=0 +cpu-managed-stream-debug=0 +heartbeat-polling-interval=100000000 +slotid=0 +permissive-off +prog0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin   && stty intr ^c' uartlog
   4373    4371 Ss+        10:44 script -f -c stty intr ^] && sudo ./FireSim-f2 +permissive   +macaddr0=00:12:6D:00:00:02 +blkdev0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver.img +niclog0=niclog0 +blkdev-log0=blkdev-log0 +dwarf-file-name=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin-dwarf +autocounter-readrate=0 +autocounter-filename-base=AUTOCOUNTERFILE  +print-start=0 +print-end=-1 +linklatency0=6405 +netbw0=200 +shmemportname0=0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 +simplenic-relaxed-required-bytes=1 +simplenic-empty-switch-poll-interval=1024 +simplenic-token-debug=0 +cpu-managed-stream-debug=0 +heartbeat-polling-interval=100000000 +slotid=0 +permissive-off +prog0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin   && stty intr ^c uartlog
   4374    4373 Ss+        10:44 bash -c stty intr ^] && sudo ./FireSim-f2 +permissive   +macaddr0=00:12:6D:00:00:02 +blkdev0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver.img +niclog0=niclog0 +blkdev-log0=blkdev-log0 +dwarf-file-name=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin-dwarf +autocounter-readrate=0 +autocounter-filename-base=AUTOCOUNTERFILE  +print-start=0 +print-end=-1 +linklatency0=6405 +netbw0=200 +shmemportname0=0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 +simplenic-relaxed-required-bytes=1 +simplenic-empty-switch-poll-interval=1024 +simplenic-token-debug=0 +cpu-managed-stream-debug=0 +heartbeat-polling-interval=100000000 +slotid=0 +permissive-off +prog0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin   && stty intr ^c
   4376    4374 S+         10:44 sudo ./FireSim-f2 +permissive +macaddr0=00:12:6D:00:00:02 +blkdev0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver.img +niclog0=niclog0 +blkdev-log0=blkdev-log0 +dwarf-file-name=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin-dwarf +autocounter-readrate=0 +autocounter-filename-base=AUTOCOUNTERFILE +print-start=0 +print-end=-1 +linklatency0=6405 +netbw0=200 +shmemportname0=0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 +simplenic-relaxed-required-bytes=1 +simplenic-empty-switch-poll-interval=1024 +simplenic-token-debug=0 +cpu-managed-stream-debug=0 +heartbeat-polling-interval=100000000 +slotid=0 +permissive-off +prog0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin
   4377    4376 Ss         10:44 sudo ./FireSim-f2 +permissive +macaddr0=00:12:6D:00:00:02 +blkdev0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver.img +niclog0=niclog0 +blkdev-log0=blkdev-log0 +dwarf-file-name=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin-dwarf +autocounter-readrate=0 +autocounter-filename-base=AUTOCOUNTERFILE +print-start=0 +print-end=-1 +linklatency0=6405 +netbw0=200 +shmemportname0=0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 +simplenic-relaxed-required-bytes=1 +simplenic-empty-switch-poll-interval=1024 +simplenic-token-debug=0 +cpu-managed-stream-debug=0 +heartbeat-polling-interval=100000000 +slotid=0 +permissive-off +prog0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin
   4378    4377 R+         10:44 ./FireSim-f2 +permissive +macaddr0=00:12:6D:00:00:02 +blkdev0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver.img +niclog0=niclog0 +blkdev-log0=blkdev-log0 +dwarf-file-name=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin-dwarf +autocounter-readrate=0 +autocounter-filename-base=AUTOCOUNTERFILE +print-start=0 +print-end=-1 +linklatency0=6405 +netbw0=200 +shmemportname0=0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 +simplenic-relaxed-required-bytes=1 +simplenic-empty-switch-poll-interval=1024 +simplenic-token-debug=0 +cpu-managed-stream-debug=0 +heartbeat-polling-interval=100000000 +slotid=0 +permissive-off +prog0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin
   4445       2 I          10:43 [kworker/17:3-mm_percpu_wq]
   4578       2 I          10:22 [kworker/7:1]
   4762       2 I          10:22 [kworker/18:0-cgroup_destroy]
   5030       2 I          09:51 [kworker/4:1-mm_percpu_wq]
   5346       2 I          09:31 [kworker/8:1-cgroup_destroy]
   5413       2 I          09:20 [kworker/12:0-cgroup_destroy]
   5414       2 I          09:20 [kworker/13:1-events]
   5598       2 I          09:15 [kworker/u49:0-events_power_efficient]
   5665       2 I          09:10 [kworker/2:0-cgroup_destroy]
   5666       2 I          09:05 [kworker/u50:4-flush-259:1]
   5867       2 I          08:49 [kworker/3:0-cgroup_destroy]
   6183       2 I          08:29 [kworker/21:1-cgroup_destroy]
   6250       2 I          08:18 [kworker/15:0-events]
   6500       2 I          08:08 [kworker/1:1-mm_percpu_wq]
   8632       2 I          05:22 [kworker/10:0-cgroup_destroy]
   8948       2 I          04:57 [kworker/u51:2-flush-259:1]
   9090       2 I          04:41 [kworker/19:1-cgroup_destroy]
   9796       2 I          03:49 [kworker/12:2-cgroup_destroy]
  10204       2 I          03:34 [kworker/16:0-cgroup_destroy]
  10337       2 I          03:18 [kworker/2:1-mm_percpu_wq]
  10404       2 I          03:08 [kworker/11:0-cgroup_destroy]
  10588       2 I          03:04 [kworker/3:1-cgroup_destroy]
  11179       2 I          02:06 [kworker/23:0-events]
  11363       2 I          02:01 [kworker/13:2]
  11542       2 I          01:52 [kworker/21:2-events]
  11618       2 I          01:45 [kworker/8:2]
  11685       2 I          01:35 [kworker/9:0]
  12471       2 I          00:34 [kworker/22:2-cgroup_destroy]
  12721       2 I          00:27 [kworker/u51:3-writeback]
  12788       2 I          00:22 [kworker/6:1]
  12921    1956 Ss         00:00 sshd: ubuntu [priv]
  12970   12921 S          00:00 sshd: ubuntu@notty
